Public Address,POL,LINK,MINA,USDT,ETH,AVX,USDC
0x1FAD259787d8935bAA175b82B81A3b995DA3AFb5,594.507,45.8662,536.6835,679.2296,194.8656,822.0497,6.9702
0x1D2FC7f4008Fc91Dd4a806108FDc11bb1D07422B,95.1434,472.2943,824.8824,937.0267,139.5409,80.7652,619.5873
0xEFA26D4ca4d720c52fb8E7f3adE9C521505fD366,58.5264,646.3547,551.3493,21.1998,213.8558,712.3157,253.8808
0x2F93F9fF46b461E93BFFd877C3C3139a716C3346,983.8392,493.2801,651.374,606.0382,381.1818,248.8964,329.3169
0x93D3a41399c8C926296d135C068bBaaDcDB4c11c,112.967,185.1013,200.2901,33.5238,890.8513,488.7813,366.5314
0xb8a284ca1653779CFa564D7E0A9831b879ad1e30,764.5311,644.3039,348.7984,652.5056,326.6615,117.9302,328.228
0x8E0B0ce1ca9dDB1Cb0C55A5Ed3c6F573B60FC3eb,929.7529,584.2537,188.0895,305.9516,623.6815,110.1824,303.6695
0xeb026788439e82dDA35Fd04702278A60797d8017,169.2849,631.8094,779.7053,941.7601,662.6974,821.1749,170.8124
0x696227ACBb0fBC83833687F511bDe6EE3348C9bA,180.6719,992.2545,630.8551,465.1937,414.3225,412.0665,326.1356
0x47356225b5134E8A3E395C855c746dB2752e16A9,833.847,811.7792,558.0094,105.293,99.6383,854.2784,229.1633
0xCc064B67b3DdB0c3Dc52671dc115b0e4B3A84E5a,92.4248,201.244,110.6266,111.7843,67.744,275.4733,550.5511
0xdDB10b2Ec9Becc917Dd7d0053d71b246E54BDf46,120.6643,298.1081,31.0324,211.1058,177.0827,700.0298,952.2561
0x4707870879DEB40e5d58F6E9DF30B3E7076f839C,452.0882,635.4383,253.2025,0.71,301.7718,410.6127,798.7168
0x85aF5397a13f71dE815F3E372bb5D93Ee1b923eE,472.5644,92.0538,723.4712,240.102,259.6328,625.5797,70.1872
0xfd8e30Bf0ec67E823Cb9113eEdE6adFa627A15d7,841.5406,857.1281,433.8964,597.8544,539.1609,399.3275,891.0398
0x4a40aA761880353ee2650e9A58b439C4c2876aC7,129.845,140.5455,117.5862,486.8536,88.9868,116.4432,108.4622
0x1e130EDCAA53cB8fEB61c04623A9922102689088,557.8957,444.541,920.0241,394.8201,315.8224,250.8562,68.0024
0x32C9bD657816Df35c84e9763b7Cb999AeeF96F38,895.8027,219.1926,828.2125,737.7751,163.1507,330.5995,12.9807
0x69Eaf766962F3387473A9667e52c9Fec32AA88fE,222.6616,865.3421,221.9369,828.4966,890.9585,700.5478,381.5002
0x387e1e2DA63d6bB7aDf8A2691822B2935eDf6f79,141.0714,246.3987,180.6288,803.4417,208.8843,101.1976,907.4013
0xec0A0130110CF57FF3A9458E5cfB6329BA3AF60f,851.2161,41.6794,273.331,821.0595,909.7035,149.7661,100.9645
0xd58d130B49b40AF25bD6f3Ec95549DC06c0b9A74,37.1403,880.6334,902.8076,154.8349,612.6558,913.1745,240.2161
0x3AAfC1fDC0D8Daf68c549A77357773C91bA9A57B,259.1371,326.2877,51.3102,155.6199,735.577,810.1163,31.0328
0x234fc789934fD93dD05f697D56C0dd1bC727e5eF,678.5253,526.1878,835.6259,441.5695,496.7878,169.0906,650.4614
0xbf7bD812B5ff43AcA917aae6839D09E0deFcDc8f,119.6527,377.7938,388.97,944.276,812.1327,279.2195,918.0465
0x95502Ed1685b853fFDd491c3d27020c09BA095A1,258.2374,317.4258,927.5148,425.3262,802.3053,3.5222,707.4986
0x9869124894f8f6aC7C86A04B2d504E183dE71311,183.0019,931.7408,692.6059,123.3174,698.6636,381.4412,936.5714
0x30a8cdB828e8AfF33F0238D901F63ca7DC7d210C,385.6479,52.8003,504.4572,724.4417,467.2602,166.9987,849.7013
0x1C79CbbB0C506b7B12ddD12bC455548532571320,664.2451,697.9731,897.3395,53.897,557.2299,259.7735,370.148
0xB9F518C0EA21bC14650128344C80EcCaB8Ff0f0e,305.573,516.3959,318.5009,270.6508,662.4979,824.5157,865.1331
0xa380dCc95c54E9bf6A2a3C1d301f78C18Bf386cf,737.0048,629.2401,500.0066,196.8659,49.1997,316.6087,599.6368
0xD0f444AfBA32b942fB41fF73168ee94DD2613fA1,490.8233,616.3029,280.692,621.0103,954.3927,620.8635,141.2268
0x3eA10A9a036d9D88fb59F7702a5f84586628665D,887.9584,443.1472,189.9291,351.7639,258.9014,267.6524,981.5664
0x3df35E156d35809B847CA6689C823551F188Cf70,371.2789,265.5551,838.3658,245.5713,529.4289,315.281,934.8036
0x8FC68Af15872437feF63f0a06A765FdF5402815d,126.346,894.0976,539.7867,835.1574,297.3253,761.879,250.767
0x60437E36d4D723FaFAfCfF9dC049C469AA6Bd07D,699.6128,607.6987,823.8367,183.8662,309.5615,695.7746,544.1026
0xe1D9DeC49ea44D8818C9c9DBC3986c836dCd5465,739.9583,72.2853,584.5632,370.4784,836.6411,65.6136,678.2219
0xCa68AA917885e6bbbFc97bAD65797C4b10758733,978.2017,934.1585,754.8687,246.6108,151.1945,193.027,241.2799
0x915748eAF9401D65176D508b16134263Ea8A05F6,121.6225,471.2822,227.7473,587.9656,455.7483,131.8079,501.7264
0x841d711c70b2534183BD48752744c27AA4C27B9A,111.6196,372.3737,102.5104,561.2403,98.6781,495.5556,512.9824
0x036F73f8ebcefcaF3e9066f62d5B46c44EeeD65a,15.219,801.856,133.0317,838.1487,303.6679,30.7059,57.9116
0x47091F76144107fff1F6675611892961efccBD4d,172.4703,340.8233,490.9854,152.1084,112.6107,702.3645,193.9921
0x190955B968BfAf6B5e139247195D974f3DB9b113,201.7248,997.3586,190.1474,664.5931,442.0786,992.4493,774.9239
0x7C677B3b332fEf5aA3c110502b722327697795F8,600.028,857.0104,555.74,1.5461,577.0987,8.2854,377.5498
0x0382Dbaf386e3DFbf1876F2B4CC515923db67184,819.181,669.1715,267.2165,757.54,752.233,467.9376,262.9264
0x02A494c2F03cC3116c5BD9f89511B770f20d8042,755.0444,957.6335,242.5882,482.0123,776.0816,894.5924,196.6299
0x0BCB1a81d30a25372210C134766f49300204cf8E,427.59,979.5782,872.0629,953.7696,33.5066,806.3047,637.7944
0xe3C327Fe5B15AFC59D4dd1f5Be5C2f77aA474B80,845.5571,152.7413,907.9467,257.8998,9.2062,549.4557,604.6265
0xe8193AF35B378A5983edD80335Ea90Df58Cc3675,518.1042,992.0329,221.2336,938.5798,816.2928,453.512,657.4498
0x34c13c5586f90Eb2ECE8e4eFBa55f9D7C64Ded6F,913.0679,387.8075,441.6916,527.2335,902.3944,821.8174,787.7427
0x0f8943a4B7D3F8F9924eD4f71432CADFB92b5063,18.5734,722.1318,554.7367,335.4963,895.3943,745.2912,402.7574
0x72fF52d4b6a25920130Aaf84552F15B4E248fb51,842.5765,207.6096,186.2834,644.3103,972.4831,807.5216,397.5673
0xd85A569476903012101d6bfB56819432caA68cBe,660.4611,311.2075,782.9483,52.3556,727.8307,335.6173,635.5041
0xAB634A6C6c28F49e2A7860F6ee03504A583cdb16,379.3767,799.926,451.1083,644.0842,908.1988,924.581,809.7265
0xD99F7Ef7DFCeb01Ae06296f40afE1B9925b4BDDa,264.5679,745.8131,90.6071,53.1284,386.9825,513.7508,911.6768
0xFf1987c8a91589Df1BCB21D533695B937AAcd400,580.6035,966.3194,993.8315,194.8719,269.1739,592.7164,257.7815
0x1EcEf024e7720F91674f8c3501dF905b7e7Db99B,754.9811,655.5197,843.0282,289.1595,679.0785,116.0241,550.1416
0x42C51A792BbEEF45121e1e996cB08458Fa52dd57,292.652,403.6021,892.9451,23.9525,341.0575,305.6754,846.6881
0x753eC80655b870a637E4f8b1e4bBA94633CB1f59,309.836,829.1622,931.2112,883.1568,694.7059,402.6905,549.3442
0x6bFE5AA3c7c8b7f214D02691d21AF7c7bea5360a,164.1849,250.2837,832.9294,223.8452,837.8055,179.2082,519.6187
0x112644a97Fe49466B562e910c89E9fb547b67c01,862.0706,335.5674,388.9791,646.1943,306.9478,112.6926,820.0897
0xB8B8A7A4377DF0088c44FF61d7541A6A3D1c6E6F,279.2928,42.2826,629.4814,135.0304,690.1121,760.7889,828.1291
0xe0850eE1f388cd78B478F671cB9351e09Fc7e6CA,677.1475,612.6326,182.9085,516.503,965.1207,135.351,481.8096
0x39Fc746E6E5AF956fCcAADF791885EE7479C7E6B,384.1342,923.2719,732.8155,580.5156,935.1729,365.8735,810.853
0xcD71D0138A13F4b3e12A1540284bAc792281Ddef,835.1576,344.5928,492.8475,313.7476,386.7396,772.481,307.1036
0x7438f3bFfa95485Bc5d0A60a48F9E0cf26ADb5c9,671.7065,554.0773,312.2309,362.9794,588.1925,292.9148,361.0064
0xc5a6792540B768c8011a00AAA92386c0cCc3933A,664.2227,511.1622,158.1257,389.9662,990.0409,661.4611,972.2696
0xAbcdDca281C4283974eB726aA4d85Bf05447E024,576.2455,673.5948,198.3254,907.5853,696.7167,789.7565,70.8115
0xfB5E39105fc3A363f86258413E37F66322FAe95F,270.9377,772.4365,558.9623,419.1403,53.0046,534.8734,421.3295
0xeC36C5f65700d44A18DCa5338326eaE867c8DBd2,674.5787,525.2093,847.609,501.7208,407.0953,850.1364,551.3618
0x61b23e88F15c6F722f5eA8B0Bd27f4A5cd9E54A5,240.464,540.4154,657.9589,865.854,463.3043,408.0872,734.5078
0x39a545b43755eee48997B367ef72197892b07460,532.3052,132.0276,363.6841,642.2533,876.7599,588.2992,938.7086
0x9577D5B9e2244659D5D9123657Ca0E382c8A7a13,214.7735,245.3924,312.2607,623.7044,479.1263,52.7501,729.0084
0xf5F81e4f7FBD9b238Dabe3a115968197A0276B57,617.7274,120.8757,54.6158,415.1734,884.0235,673.0426,535.5519
0x7a7e5130A7660D0FDAF906C62DEe80aE7D3D481b,494.0723,186.0678,356.7663,685.0115,271.9151,821.4188,456.226
0x79C7bEd28Cb54218fabA5DDbFa155b4ba19bB813,306.5616,943.9033,420.1859,628.4413,720.1996,44.2815,885.5401
0xF2b8cFD1d02f22Ae8BEb9D3638B63CAea39C81D0,593.9578,68.7977,475.948,468.7148,759.1959,213.653,267.1128
0x702b72bB2A9C8c2bC0FE50a8f0f45DbD36322c0A,796.5313,283.6449,336.7797,987.3389,330.2815,746.4915,908.2845
0xdaF6c7A337210Ba0332E98cE362c64e2D0a27335,268.6067,584.5679,888.8824,894.9755,306.4686,493.511,149.5218
0x2749fC1815F30DD08e2477E8549b58eb913aCb36,423.93,553.3873,280.3433,296.6021,808.1752,549.677,297.0281
0x0e5a7A744173aAf7826458C461eC5Db74550Ce96,393.4983,206.3052,235.4457,497.2644,148.752,944.4728,20.4601
0xb53416C1e40Ab212B2A3B2589fdE653beEC8cb67,41.3345,770.2301,89.1908,151.5368,505.4187,728.1139,706.4547
0xBe41DBfc65a9c702270cab2630415b85bFF081aa,792.4474,766.491,398.4618,106.7118,498.5528,708.8907,447.463
0x319a45B9E4dF71ee0c90F91f2038Ae11acd22975,984.9156,321.2241,538.8852,620.632,326.9918,486.7518,296.0003
0x9C7713a86ae601F20e8912594aF8182A8B429bfa,336.7159,499.5117,231.1456,919.5379,488.9652,741.7152,309.5656
0xda0521c6fd36B9Ba7B759816B6f7816865956402,231.0272,949.8955,772.3938,831.2653,694.1836,47.5764,0.3979
0xe8b5c1BCCf39E031afe2Ce9e124429AfddfbF501,507.1457,291.4779,663.1816,204.8749,355.9012,733.9139,434.5306
0x77035bB3DfE0237469856B91aad2dc1a47813D06,737.523,960.0001,149.4469,605.9363,203.5474,13.867,119.2744
0xA2613Aa0A0D55Df585fD0b508DB66D9843bF9D83,91.7246,181.6974,613.5139,750.3035,857.9357,638.3624,798.8931
0x768E3ae7e7dFE966A62437a5b29Bd96477cF0CA8,628.4897,957.0036,617.2025,624.0079,504.7444,677.9747,550.3646
0x0D2168a3C25cf991fDF0EAd4e791ea54c4Ff3cB8,633.8924,789.7959,308.9816,534.9759,933.7645,259.8107,524.4412
0x363e7107A0bAD496F1d444Da7E28A0A0292df2a8,953.6016,901.4416,852.3756,708.3133,583.4238,785.9752,528.7182
0x8297047C1BD68cB3102EeC69448d7D1A371A1095,583.5602,481.2176,542.0851,407.9919,976.1072,368.702,524.5115
0xD0AA75d4F57D43dE59877c3a50B7b0F7B43b5A18,887.6615,903.1993,943.9463,832.4116,173.7591,447.7657,388.2994
0x0F7050FccA173F22c82dF0dBe369A08734aF0226,919.3853,283.5067,104.3182,153.7269,809.8494,180.9798,442.7996
0x8052EBe1B924073427282973108AD1551f7BF04a,949.916,533.5344,291.1727,774.2481,645.696,503.1244,252.3053
0x7Ef8130A5D2ca18B23F67D23aC2D7BE7687fe31B,743.4748,6.5008,873.4234,328.5181,685.7471,685.1029,526.8152
0xdf7d7A3f04EEbb7c47d84826234E74F576C7746c,488.2959,438.7759,386.2353,205.1336,60.8047,426.7701,810.6176
0x25920a18F9288B920Cf057EACD3a786Fd9C25bFc,850.2605,953.2296,571.3304,414.1445,298.9871,945.4265,787.0222
0x5F60D52fE9c7e7d2eb8E4e7383294aC3b41D4067,416.0458,696.2133,898.9161,252.5877,275.7502,170.8685,638.9065
0x88C04e04E0C46702C309383F141870faf580486A,855.072,367.7958,878.2847,153.9179,668.9329,887.0361,441.1542
0x1f8fB2a2Aa5A319cFC89b72b6CcE897117ad2eb9,212.0629,27.9503,106.8557,21.4998,691.4268,289.1958,961.9182
0x089e1Fdf5d3b42375952Bb5511608c518205D179,749.5448,664.2448,525.0106,943.3912,41.566,239.6666,896.3429
0xfa5C03f79d37aaa483ef2d80AFc7152983d47A39,768.5571,760.5187,797.6496,371.3915,381.5746,274.7596,524.8281
0xDACC7AEE41fb1F679869e8E73c80abDa5df233B4,991.6386,812.5583,107.4114,846.0913,201.2248,449.2561,857.5008
0xD54A8a21A0Ec708b21C496936b4B4c5b40d4aF9F,911.8494,421.0777,556.8185,300.1399,854.0316,690.5209,626.7731
0x11a4f96B02b368B3D9701AA601ae46e77054E71F,485.9081,182.9998,799.7294,776.787,249.627,47.2938,378.5213
0x90CA64EC958F0AdC638736CB67813f30680b4668,563.6662,739.5862,276.3494,983.8524,536.8511,804.6257,215.542
